repetition,k_3_l2,k_3_success,k_3_factor,k_3_gw,k_6_l2,k_6_success,k_6_factor,k_6_gw,k_8_l2,k_8_success,k_8_factor,k_8_gw,k_11_l2,k_11_success,k_11_factor,k_11_gw,k_13_l2,k_13_success,k_13_factor,k_13_gw,k_16_l2,k_16_success,k_16_factor,k_16_gw,k_18_l2,k_18_success,k_18_factor,k_18_gw,k_21_l2,k_21_success,k_21_factor,k_21_gw,k_23_l2,k_23_success,k_23_factor,k_23_gw,k_26_l2,k_26_success,k_26_factor,k_26_gw,k_28_l2,k_28_success,k_28_factor,k_28_gw,k_31_l2,k_31_success,k_31_factor,k_31_gw,k_33_l2,k_33_success,k_33_factor,k_33_gw,k_36_l2,k_36_success,k_36_factor,k_36_gw,k_38_l2,k_38_success,k_38_factor,k_38_gw,k_41_l2,k_41_success,k_41_factor,k_41_gw,k_43_l2,k_43_success,k_43_factor,k_43_gw,k_46_l2,k_46_success,k_46_factor,k_46_gw,k_48_l2,k_48_success,k_48_factor,k_48_gw,k_51_l2,k_51_success,k_51_factor,k_51_gw
0,0.008296956966320898,True,0.17647058823529413,,0.004287691181278624,True,0.35294117647058826,,0.0020524414047199424,True,0.47058823529411764,,0.001499362151339709,True,0.6470588235294118,,0.0014996038592366317,True,0.7647058823529411,,0.0015807998811630496,True,0.9411764705882353,,0.0016648837230247657,True,1.0588235294117647,,0.0017872555398990024,True,1.2352941176470589,,0.0018491949378648556,True,1.3529411764705883,,0.001955911365794841,True,1.5294117647058822,,0.0019964562788896945,True,1.6470588235294117,,0.002002572448257865,True,1.8235294117647058,,0.002058496216198387,True,1.9411764705882353,,0.0023079819374994103,True,2.1176470588235294,,0.002205927229378553,True,2.235294117647059,,0.0023969688148729766,True,2.411764705882353,,0.0024552508916324835,True,2.5294117647058822,,0.0029665157570594475,True,2.7058823529411766,,0.0024085891018499456,True,2.823529411764706,,0.002733677912443053,True,3.0,
1,0.008304160951299933,True,0.17647058823529413,,0.004383744398547976,True,0.35294117647058826,,0.0020467303331607256,True,0.47058823529411764,,0.0014878916504962934,True,0.6470588235294118,,0.001484849944987272,True,0.7647058823529411,,0.0016122002174506617,True,0.9411764705882353,,0.0015780632751160398,True,1.0588235294117647,,0.0017729586176337508,True,1.2352941176470589,,0.0017642198153482323,True,1.3529411764705883,,0.0018442262658073393,True,1.5294117647058822,,0.00186299279924015,True,1.6470588235294117,,0.0018903163440179317,True,1.8235294117647058,,0.0019789733083298753,True,1.9411764705882353,,0.0019845609847295616,True,2.1176470588235294,,0.002156574693551998,True,2.235294117647059,,0.002243716046938163,True,2.411764705882353,,0.0024176074471737893,True,2.5294117647058822,,0.0027248021562487827,True,2.7058823529411766,,0.002511256865645617,True,2.823529411764706,,0.0024327156103089013,True,3.0,
2,0.00829499687669677,True,0.17647058823529413,,0.0044176519662018346,True,0.35294117647058826,,0.0020155320093184193,True,0.47058823529411764,,0.00140669534448895,True,0.6470588235294118,,0.0013682252533164098,True,0.7647058823529411,,0.0014204700091788771,True,0.9411764705882353,,0.0016048555028110934,True,1.0588235294117647,,0.001551196662534874,True,1.2352941176470589,,0.0016749793462266208,True,1.3529411764705883,,0.0017239159810019341,True,1.5294117647058822,,0.0017564921079209735,True,1.6470588235294117,,0.0018476884952431593,True,1.8235294117647058,,0.0018143445156564816,True,1.9411764705882353,,0.0018796217098546609,True,2.1176470588235294,,0.0018741624367600957,True,2.235294117647059,,0.0027665612890827914,True,2.411764705882353,,0.0022777382510951135,True,2.5294117647058822,,0.00215253163557834,True,2.7058823529411766,,0.0022483319488502264,True,2.823529411764706,,0.002362199466997694,True,3.0,
3,0.008295400050650195,True,0.17647058823529413,,0.002397623307929411,True,0.35294117647058826,,0.0020965478941292717,True,0.47058823529411764,,0.0014297391745121191,True,0.6470588235294118,,0.0014184561481216885,True,0.7647058823529411,,0.001461931851516332,True,0.9411764705882353,,0.0015292475318232017,True,1.0588235294117647,,0.0016973605978166187,True,1.2352941176470589,,0.0016818377435063986,True,1.3529411764705883,,0.0018142506821046801,True,1.5294117647058822,,0.001832530044692357,True,1.6470588235294117,,0.0018788903519007948,True,1.8235294117647058,,0.0019412342079590155,True,1.9411764705882353,,0.0019995156854659855,True,2.1176470588235294,,0.0021423051007446645,True,2.235294117647059,,0.0021183243886280794,True,2.411764705882353,,0.002323247108136186,True,2.5294117647058822,,0.0024459311371470725,True,2.7058823529411766,,0.0022685921300672064,True,2.823529411764706,,0.002454571096828846,True,3.0,
4,0.008296343344874018,True,0.17647058823529413,,0.004460205966488374,True,0.35294117647058826,,0.00212270963280586,True,0.47058823529411764,,0.0015653688782109824,True,0.6470588235294118,,0.0015481626211407999,True,0.7647058823529411,,0.001736790294801962,True,0.9411764705882353,,0.00169712809668571,True,1.0588235294117647,,0.0018057342299713356,True,1.2352941176470589,,0.0018614012564818132,True,1.3529411764705883,,0.0019604788318508945,True,1.5294117647058822,,0.002028392635470112,True,1.6470588235294117,,0.002046424492566341,True,1.8235294117647058,,0.0021109986163563624,True,1.9411764705882353,,0.0022246215571062105,True,2.1176470588235294,,0.0022721899681694816,True,2.235294117647059,,0.0023143287201330487,True,2.411764705882353,,0.002707649573137209,True,2.5294117647058822,,0.0024456423041844654,True,2.7058823529411766,,0.002664011418161978,True,2.823529411764706,,0.002643240953964342,True,3.0,
5,0.008296351667218657,True,0.17647058823529413,,0.00438071883054615,True,0.35294117647058826,,0.002078551638621776,True,0.47058823529411764,,0.0015862390959625662,True,0.6470588235294118,,0.0015996748449279147,True,0.7647058823529411,,0.001688079342881348,True,0.9411764705882353,,0.001768412668893325,True,1.0588235294117647,,0.0019018172433998134,True,1.2352941176470589,,0.0019656325361141797,True,1.3529411764705883,,0.002070122835524536,True,1.5294117647058822,,0.0021221663238622976,True,1.6470588235294117,,0.0021675998756198515,True,1.8235294117647058,,0.0021941654344820516,True,1.9411764705882353,,0.002265075106208887,True,2.1176470588235294,,0.0024073683320615874,True,2.235294117647059,,0.002538375062535512,True,2.411764705882353,,0.0026602977365020072,True,2.5294117647058822,,0.0030133908999899857,True,2.7058823529411766,,0.002665377679983786,True,2.823529411764706,,0.0032934735547255727,True,3.0,
6,0.008292260131646273,True,0.17647058823529413,,0.0042985345996039955,True,0.35294117647058826,,0.0015464730437386746,True,0.47058823529411764,,0.001456831584497232,True,0.6470588235294118,,0.0015184847448935983,True,0.7647058823529411,,0.0016408716772009918,True,0.9411764705882353,,0.0016062192046509473,True,1.0588235294117647,,0.0017283436944317034,True,1.2352941176470589,,0.0018134086820765327,True,1.3529411764705883,,0.0018883680699497806,True,1.5294117647058822,,0.0019275143120123656,True,1.6470588235294117,,0.0020310614322035544,True,1.8235294117647058,,0.002024235684950292,True,1.9411764705882353,,0.0020852914606985574,True,2.1176470588235294,,0.0025846534548247943,True,2.235294117647059,,0.0022734466810974126,True,2.411764705882353,,0.0026434876406166,True,2.5294117647058822,,0.002539427490839169,True,2.7058823529411766,,0.0023664318656111396,True,2.823529411764706,,0.002948054643809435,True,3.0,
7,0.008294279385332696,True,0.17647058823529413,,0.0023541366966546256,True,0.35294117647058826,,0.0020411830826857916,True,0.47058823529411764,,0.0013947374934130457,True,0.6470588235294118,,0.001346601032282219,True,0.7647058823529411,,0.0014457278413381016,True,0.9411764705882353,,0.0014192144539594811,True,1.0588235294117647,,0.0015457880213082577,True,1.2352941176470589,,0.0015539431679985525,True,1.3529411764705883,,0.001629204536603917,True,1.5294117647058822,,0.0016312255483740502,True,1.6470588235294117,,0.0017220551193309866,True,1.8235294117647058,,0.0017591365327558788,True,1.9411764705882353,,0.0017899234631634303,True,2.1176470588235294,,0.0017926126871371697,True,2.235294117647059,,0.0021034926865031007,True,2.411764705882353,,0.002305003668880313,True,2.5294117647058822,,0.0020900894482614087,True,2.7058823529411766,,0.0021389685757734144,True,2.823529411764706,,0.0024493262946043105,True,3.0,
8,0.008297076549804848,True,0.17647058823529413,,0.004383737167208091,True,0.35294117647058826,,0.002022526751217951,True,0.47058823529411764,,0.0014469135058365406,True,0.6470588235294118,,0.0014350333751839024,True,0.7647058823529411,,0.001503237011187424,True,0.9411764705882353,,0.001570325367127747,True,1.0588235294117647,,0.0017001456436086869,True,1.2352941176470589,,0.0017640045503025507,True,1.3529411764705883,,0.0018655736387784066,True,1.5294117647058822,,0.0019022586338751648,True,1.6470588235294117,,0.0019515611668400475,True,1.8235294117647058,,0.002022054033934518,True,1.9411764705882353,,0.0020687183339052353,True,2.1176470588235294,,0.002161033390802773,True,2.235294117647059,,0.002179362933040765,True,2.411764705882353,,0.0024312617171024045,True,2.5294117647058822,,0.002327505751887488,True,2.7058823529411766,,0.002481429832711862,True,2.823529411764706,,0.00245223273613193,True,3.0,
9,0.008301609343298011,True,0.17647058823529413,,0.004449499561594926,True,0.35294117647058826,,0.0020877146794764027,True,0.47058823529411764,,0.0015342983822209542,True,0.6470588235294118,,0.001497511321248908,True,0.7647058823529411,,0.0016562010352769783,True,0.9411764705882353,,0.0016302632413053313,True,1.0588235294117647,,0.001738967081066087,True,1.2352941176470589,,0.0018026688747514452,True,1.3529411764705883,,0.001927109562017736,True,1.5294117647058822,,0.0019515029647905575,True,1.6470588235294117,,0.0019750335409653885,True,1.8235294117647058,,0.0020499323085918027,True,1.9411764705882353,,0.0021171311489507276,True,2.1176470588235294,,0.002240917112637802,True,2.235294117647059,,0.0022967253152324273,True,2.411764705882353,,0.002409739416756844,True,2.5294117647058822,,0.002434390334383037,True,2.7058823529411766,,0.0025217046133608253,True,2.823529411764706,,0.0027502825343386312,True,3.0,
