repetition,k_3_l2,k_3_success,k_3_factor,k_3_gw,k_6_l2,k_6_success,k_6_factor,k_6_gw,k_8_l2,k_8_success,k_8_factor,k_8_gw,k_11_l2,k_11_success,k_11_factor,k_11_gw,k_13_l2,k_13_success,k_13_factor,k_13_gw,k_16_l2,k_16_success,k_16_factor,k_16_gw,k_18_l2,k_18_success,k_18_factor,k_18_gw,k_21_l2,k_21_success,k_21_factor,k_21_gw,k_23_l2,k_23_success,k_23_factor,k_23_gw,k_26_l2,k_26_success,k_26_factor,k_26_gw,k_28_l2,k_28_success,k_28_factor,k_28_gw,k_31_l2,k_31_success,k_31_factor,k_31_gw,k_33_l2,k_33_success,k_33_factor,k_33_gw,k_36_l2,k_36_success,k_36_factor,k_36_gw,k_38_l2,k_38_success,k_38_factor,k_38_gw,k_41_l2,k_41_success,k_41_factor,k_41_gw,k_43_l2,k_43_success,k_43_factor,k_43_gw,k_46_l2,k_46_success,k_46_factor,k_46_gw,k_48_l2,k_48_success,k_48_factor,k_48_gw,k_51_l2,k_51_success,k_51_factor,k_51_gw
0,0.015127502411762537,True,0.17647058823529413,,0.002414272530015361,True,0.35294117647058826,,0.0021473542393799813,True,0.47058823529411764,,0.000916584109832643,True,0.6470588235294118,,0.0007094251587021576,True,0.7647058823529411,,0.000600446548672174,True,0.9411764705882353,,0.00060678842108676,True,1.0588235294117647,,0.0006344086265991657,True,1.2352941176470589,,0.0006788944124898505,True,1.3529411764705883,,0.0007460971931924393,True,1.5294117647058822,,0.0007764562794393996,True,1.6470588235294117,,0.0007838932674267595,True,1.8235294117647058,,0.0008108329942026605,True,1.9411764705882353,,0.0008875733928851124,True,2.1176470588235294,,0.0008919545838471108,True,2.235294117647059,,0.0009452714627106425,True,2.411764705882353,,0.001047784145779808,True,2.5294117647058822,,0.0012986748307785747,True,2.7058823529411766,,0.0010940804560014864,True,2.823529411764706,,0.001193800136140003,True,3.0,
1,0.015134803849081117,True,0.17647058823529413,,0.0023661849361681017,True,0.35294117647058826,,0.002070813285245376,True,0.47058823529411764,,0.0008817482724695389,True,0.6470588235294118,,0.0006847488519053744,True,0.7647058823529411,,0.0006131530422767222,True,0.9411764705882353,,0.0006153740564511249,True,1.0588235294117647,,0.0006724737968836819,True,1.2352941176470589,,0.0006918801510913188,True,1.3529411764705883,,0.0007539188721525721,True,1.5294117647058822,,0.000766315274487815,True,1.6470588235294117,,0.0008339566652421086,True,1.8235294117647058,,0.0008712332027557832,True,1.9411764705882353,,0.0008903987995012908,True,2.1176470588235294,,0.0009493026845751894,True,2.235294117647059,,0.0010134151530892081,True,2.411764705882353,,0.0011087959882243442,True,2.5294117647058822,,0.0011065547134872778,True,2.7058823529411766,,0.0013399296964733145,True,2.823529411764706,,0.0015280806561427751,True,3.0,
2,0.015128629399155326,True,0.17647058823529413,,0.002464622612240595,True,0.35294117647058826,,0.0022204490032335655,True,0.47058823529411764,,0.0007159538033768864,True,0.6470588235294118,,0.0007311430325002556,True,0.7647058823529411,,0.0006219734784633264,True,0.9411764705882353,,0.0006238455431960494,True,1.0588235294117647,,0.0006653315916043798,True,1.2352941176470589,,0.0006924413960206872,True,1.3529411764705883,,0.0007474226285411531,True,1.5294117647058822,,0.0007590746117390055,True,1.6470588235294117,,0.000764120039082161,True,1.8235294117647058,,0.0008258130451068314,True,1.9411764705882353,,0.0008527548427480444,True,2.1176470588235294,,0.000884584895915824,True,2.235294117647059,,0.0009671463914142972,True,2.411764705882353,,0.0009989218701055647,True,2.5294117647058822,,0.001258508199871355,True,2.7058823529411766,,0.0011418072303649813,True,2.823529411764706,,0.001255627274267368,True,3.0,
3,0.01517270963957472,True,0.17647058823529413,,0.005829571331824864,True,0.35294117647058826,,0.00241508294569018,True,0.47058823529411764,,0.0010942829745725366,True,0.6470588235294118,,0.0008168686568075668,True,0.7647058823529411,,0.0006677780848853393,True,0.9411764705882353,,0.0006414824177938937,True,1.0588235294117647,,0.0006444752289326788,True,1.2352941176470589,,0.0006546812811637079,True,1.3529411764705883,,0.0007000402954385211,True,1.5294117647058822,,0.0007143506134100234,True,1.6470588235294117,,0.0007371041512260884,True,1.8235294117647058,,0.0007759241758485388,True,1.9411764705882353,,0.0008059441970916433,True,2.1176470588235294,,0.0008413265517021051,True,2.235294117647059,,0.0009223839526798199,True,2.411764705882353,,0.0009649499896562787,True,2.5294117647058822,,0.001220811671971835,True,2.7058823529411766,,0.001341835622112592,True,2.823529411764706,,0.0013840778546090344,True,3.0,
4,0.015166954337210463,True,0.17647058823529413,,0.005758753987788135,True,0.35294117647058826,,0.0022836025965876556,True,0.47058823529411764,,0.0009663694144316758,True,0.6470588235294118,,0.0007073892486737171,True,0.7647058823529411,,0.0005878432206442494,True,0.9411764705882353,,0.0005624627388088709,True,1.0588235294117647,,0.00058525387446701,True,1.2352941176470589,,0.0006041705520174009,True,1.3529411764705883,,0.0006616423970805432,True,1.5294117647058822,,0.0006883878271110606,True,1.6470588235294117,,0.000697867336138868,True,1.8235294117647058,,0.0007274643102949575,True,1.9411764705882353,,0.0007839206139070465,True,2.1176470588235294,,0.0008041222626172821,True,2.235294117647059,,0.0008928596513061622,True,2.411764705882353,,0.0008675477151288572,True,2.5294117647058822,,0.0009549022838075076,True,2.7058823529411766,,0.0014184002130534618,True,2.823529411764706,,0.0012702182682890648,True,3.0,
5,0.015121318126623992,True,0.17647058823529413,,0.002364457013024016,True,0.35294117647058826,,0.0020787761893903117,True,0.47058823529411764,,0.0009347775442592208,True,0.6470588235294118,,0.0007515814503193024,True,0.7647058823529411,,0.0006639313719939808,True,0.9411764705882353,,0.0006771077099489894,True,1.0588235294117647,,0.000719817140654887,True,1.2352941176470589,,0.000756392789129462,True,1.3529411764705883,,0.000772780627172434,True,1.5294117647058822,,0.0008068151512115432,True,1.6470588235294117,,0.0008658163720069067,True,1.8235294117647058,,0.0008818206725048022,True,1.9411764705882353,,0.0009161247134939793,True,2.1176470588235294,,0.0009474397535374089,True,2.235294117647059,,0.0010473885466734834,True,2.411764705882353,,0.0010976521573855325,True,2.5294117647058822,,0.0011457670146274787,True,2.7058823529411766,,0.0012579607659434278,True,2.823529411764706,,0.0013008770459836563,True,3.0,
6,0.015127471242414273,True,0.17647058823529413,,0.0023939497819621333,True,0.35294117647058826,,0.0020890972798623267,True,0.47058823529411764,,0.0007299199741058315,True,0.6470588235294118,,0.0007450682162247491,True,0.7647058823529411,,0.0006562062162681682,True,0.9411764705882353,,0.0007079933654786501,True,1.0588235294117647,,0.00070339105191866,True,1.2352941176470589,,0.0007593071304617913,True,1.3529411764705883,,0.0008293002741111895,True,1.5294117647058822,,0.0008279209246849325,True,1.6470588235294117,,0.0008761686465874495,True,1.8235294117647058,,0.0009057104017869319,True,1.9411764705882353,,0.0009718156965010891,True,2.1176470588235294,,0.001017561537534483,True,2.235294117647059,,0.0010285976438739013,True,2.411764705882353,,0.0010714219873763267,True,2.5294117647058822,,0.0011902340614231171,True,2.7058823529411766,,0.00124416094660053,True,2.823529411764706,,0.0013915080469639246,True,3.0,
7,0.015141994506884544,True,0.17647058823529413,,0.0024406743210300713,True,0.35294117647058826,,0.002185576929708732,True,0.47058823529411764,,0.0007281269548807729,True,0.6470588235294118,,0.0007458729770220097,True,0.7647058823529411,,0.0006607558099825934,True,0.9411764705882353,,0.000664322919863273,True,1.0588235294117647,,0.000689881677723432,True,1.2352941176470589,,0.0007250972360103611,True,1.3529411764705883,,0.0007755653185841201,True,1.5294117647058822,,0.0007861122374524267,True,1.6470588235294117,,0.0008174790325045552,True,1.8235294117647058,,0.0008712117675925943,True,1.9411764705882353,,0.0009197804850964814,True,2.1176470588235294,,0.0009230718675539663,True,2.235294117647059,,0.000980666518786869,True,2.411764705882353,,0.0011070905976303049,True,2.5294117647058822,,0.0011090665469458431,True,2.7058823529411766,,0.0012856444235998321,True,2.823529411764706,,0.0013127779850665676,True,3.0,
8,0.015137895752640738,True,0.17647058823529413,,0.002399665177706785,True,0.35294117647058826,,0.0021253698721551487,True,0.47058823529411764,,0.0006762847229782787,True,0.6470588235294118,,0.0007194573890569344,True,0.7647058823529411,,0.0006377366040520166,True,0.9411764705882353,,0.0006232562895250553,True,1.0588235294117647,,0.000663528303778784,True,1.2352941176470589,,0.0006933290056168854,True,1.3529411764705883,,0.0007425757284752795,True,1.5294117647058822,,0.0008000052038907503,True,1.6470588235294117,,0.0008310872607190557,True,1.8235294117647058,,0.0008432620821898991,True,1.9411764705882353,,0.0008865979397963472,True,2.1176470588235294,,0.0009561523030636661,True,2.235294117647059,,0.0010098455977433337,True,2.411764705882353,,0.0010556275985523433,True,2.5294117647058822,,0.0012792134111955665,True,2.7058823529411766,,0.0011877871383608946,True,2.823529411764706,,0.0016875302798037295,True,3.0,
9,0.015123960788405545,True,0.17647058823529413,,0.0024163158582244226,True,0.35294117647058826,,0.002199773702309804,True,0.47058823529411764,,0.0008013215784631475,True,0.6470588235294118,,0.0008579149154356227,True,0.7647058823529411,,0.000747495025934476,True,0.9411764705882353,,0.0007619019020565056,True,1.0588235294117647,,0.0007862986941552652,True,1.2352941176470589,,0.0008119730848777968,True,1.3529411764705883,,0.0008646947513054585,True,1.5294117647058822,,0.0009034501358435986,True,1.6470588235294117,,0.0009105376159872621,True,1.8235294117647058,,0.0009491064762165152,True,1.9411764705882353,,0.0009799146645654358,True,2.1176470588235294,,0.001052647339172966,True,2.235294117647059,,0.0010678202849268043,True,2.411764705882353,,0.0011132849687743244,True,2.5294117647058822,,0.0012278743662024708,True,2.7058823529411766,,0.0013669973611060984,True,2.823529411764706,,0.001427570603425253,True,3.0,
