repetition,k_3_l2,k_3_success,k_3_factor,k_3_gw,k_6_l2,k_6_success,k_6_factor,k_6_gw,k_8_l2,k_8_success,k_8_factor,k_8_gw,k_11_l2,k_11_success,k_11_factor,k_11_gw,k_13_l2,k_13_success,k_13_factor,k_13_gw,k_16_l2,k_16_success,k_16_factor,k_16_gw,k_18_l2,k_18_success,k_18_factor,k_18_gw,k_21_l2,k_21_success,k_21_factor,k_21_gw,k_23_l2,k_23_success,k_23_factor,k_23_gw,k_26_l2,k_26_success,k_26_factor,k_26_gw,k_28_l2,k_28_success,k_28_factor,k_28_gw,k_31_l2,k_31_success,k_31_factor,k_31_gw,k_33_l2,k_33_success,k_33_factor,k_33_gw,k_36_l2,k_36_success,k_36_factor,k_36_gw,k_38_l2,k_38_success,k_38_factor,k_38_gw,k_41_l2,k_41_success,k_41_factor,k_41_gw,k_43_l2,k_43_success,k_43_factor,k_43_gw,k_46_l2,k_46_success,k_46_factor,k_46_gw,k_48_l2,k_48_success,k_48_factor,k_48_gw,k_51_l2,k_51_success,k_51_factor,k_51_gw
0,0.016798630943495686,True,0.17647058823529413,,0.0021397408104260915,True,0.35294117647058826,,0.0007394132244201939,True,0.47058823529411764,,0.0005495426800052812,True,0.6470588235294118,,0.0003556540559143248,True,0.7647058823529411,,0.00027048658473949794,True,0.9411764705882353,,0.00029906229009749253,True,1.0588235294117647,,0.0003552423692200385,True,1.2352941176470589,,0.0003865930259252105,True,1.3529411764705883,,0.00038243713021701096,True,1.5294117647058822,,0.0004106246750350502,True,1.6470588235294117,,0.00045433248642332555,True,1.8235294117647058,,0.0004967185324670718,True,1.9411764705882353,,0.000520093873178618,True,2.1176470588235294,,0.0005513509245451585,True,2.235294117647059,,0.0005739923663621355,True,2.411764705882353,,0.0006123001202720068,True,2.5294117647058822,,0.0006423582636348685,True,2.7058823529411766,,0.0006774947906972574,True,2.823529411764706,,0.0007790874461226497,True,3.0,
1,0.01681294242351192,True,0.17647058823529413,,0.0022198125874021463,True,0.35294117647058826,,0.001897603236891106,True,0.47058823529411764,,0.0006039429008234435,True,0.6470588235294118,,0.00029231713681127753,True,0.7647058823529411,,0.00030475399539963403,True,0.9411764705882353,,0.00032330339979229605,True,1.0588235294117647,,0.00037233504065214284,True,1.2352941176470589,,0.0004193326441944926,True,1.3529411764705883,,0.0004077714092102953,True,1.5294117647058822,,0.0004378604814726361,True,1.6470588235294117,,0.00046746230153126993,True,1.8235294117647058,,0.0005031102024882806,True,1.9411764705882353,,0.0005500385574055005,True,2.1176470588235294,,0.0005828053664923208,True,2.235294117647059,,0.0006219089031029432,True,2.411764705882353,,0.0006319479028403796,True,2.5294117647058822,,0.0006965899257499878,True,2.7058823529411766,,0.0007232519287151384,True,2.823529411764706,,0.0007722269264103721,True,3.0,
2,0.01681014657424882,True,0.17647058823529413,,0.0021648485355763854,True,0.35294117647058826,,0.0007566123749901609,True,0.47058823529411764,,0.0005483427652662445,True,0.6470588235294118,,0.0002360877588340394,True,0.7647058823529411,,0.00024002991990508258,True,0.9411764705882353,,0.0002776321253318462,True,1.0588235294117647,,0.0003155763737586679,True,1.2352941176470589,,0.00034746125812565575,True,1.3529411764705883,,0.0003493534975396597,True,1.5294117647058822,,0.0003658372516232883,True,1.6470588235294117,,0.00041183073879458304,True,1.8235294117647058,,0.000429580471665177,True,1.9411764705882353,,0.00047294639065564013,True,2.1176470588235294,,0.0005073517575578217,True,2.235294117647059,,0.0005189224901514574,True,2.411764705882353,,0.0005541551202829995,True,2.5294117647058822,,0.0006134758696139483,True,2.7058823529411766,,0.0006776469726991589,True,2.823529411764706,,0.0008191892731710083,True,3.0,
3,0.01674426222784674,True,0.17647058823529413,,0.0021149404470628933,True,0.35294117647058826,,0.0007436913878278411,True,0.47058823529411764,,0.0005461821182243466,True,0.6470588235294118,,0.0002620074003124819,True,0.7647058823529411,,0.00028013600909243964,True,0.9411764705882353,,0.0003493044902947731,True,1.0588235294117647,,0.0003290039521774629,True,1.2352941176470589,,0.0003885938068525047,True,1.3529411764705883,,0.00041386823919648317,True,1.5294117647058822,,0.00043031513856019805,True,1.6470588235294117,,0.0004772588405167896,True,1.8235294117647058,,0.0005001550306300068,True,1.9411764705882353,,0.0005567532281138943,True,2.1176470588235294,,0.0005832923817025595,True,2.235294117647059,,0.0006118368492245866,True,2.411764705882353,,0.0006355800958837758,True,2.5294117647058822,,0.000695641194972415,True,2.7058823529411766,,0.0007250670007221881,True,2.823529411764706,,0.0007759820801181935,True,3.0,
4,0.016739591479353746,True,0.17647058823529413,,0.001998900393777162,True,0.35294117647058826,,0.0006692328719192205,True,0.47058823529411764,,0.0004901239104999414,True,0.6470588235294118,,0.00026475949934644667,True,0.7647058823529411,,0.0003060185143687854,True,0.9411764705882353,,0.000387708631343757,True,1.0588235294117647,,0.0004008407750435067,True,1.2352941176470589,,0.00039694832775032465,True,1.3529411764705883,,0.000460128491646009,True,1.5294117647058822,,0.00048693480300562327,True,1.6470588235294117,,0.0005294701317334331,True,1.8235294117647058,,0.0005451604210007033,True,1.9411764705882353,,0.0006067396174247198,True,2.1176470588235294,,0.0006371002498924768,True,2.235294117647059,,0.0007067045388508249,True,2.411764705882353,,0.0006869352940860971,True,2.5294117647058822,,0.0007955301194817749,True,2.7058823529411766,,0.000766711833344461,True,2.823529411764706,,0.000887672707820635,True,3.0,
5,0.01674977766449611,True,0.17647058823529413,,0.0021099879788187004,True,0.35294117647058826,,0.0007206227713436464,True,0.47058823529411764,,0.0005429927455149621,True,0.6470588235294118,,0.00035074272810326515,True,0.7647058823529411,,0.0002874857862849237,True,0.9411764705882353,,0.0003275011940145932,True,1.0588235294117647,,0.0003884132169310014,True,1.2352941176470589,,0.000368842117936998,True,1.3529411764705883,,0.00041615780668257095,True,1.5294117647058822,,0.00045823885382017957,True,1.6470588235294117,,0.0004988132464302419,True,1.8235294117647058,,0.0005441789075378802,True,1.9411764705882353,,0.000567632306524806,True,2.1176470588235294,,0.0005803424657660567,True,2.235294117647059,,0.0006218401620410422,True,2.411764705882353,,0.000654285369970165,True,2.5294117647058822,,0.0007295089385793704,True,2.7058823529411766,,0.0007391430681459902,True,2.823529411764706,,0.0007975141908507365,True,3.0,
6,0.01674903295558712,True,0.17647058823529413,,0.0021270986515302182,True,0.35294117647058826,,0.0007082176286344679,True,0.47058823529411764,,0.0002793784002162473,True,0.6470588235294118,,0.00032436729357268086,True,0.7647058823529411,,0.0002856985828849431,True,0.9411764705882353,,0.00030922865427922665,True,1.0588235294117647,,0.00037846278478485736,True,1.2352941176470589,,0.00036205994490945214,True,1.3529411764705883,,0.00040117603633182746,True,1.5294117647058822,,0.0004293247071957314,True,1.6470588235294117,,0.0004751147215599046,True,1.8235294117647058,,0.00051317629198825,True,1.9411764705882353,,0.0005402616919133547,True,2.1176470588235294,,0.0005729052666221702,True,2.235294117647059,,0.0006257515038368529,True,2.411764705882353,,0.0006973893876877852,True,2.5294117647058822,,0.0006792758783597377,True,2.7058823529411766,,0.0007349971919309046,True,2.823529411764706,,0.0007914799514243266,True,3.0,
7,0.016747962125005962,True,0.17647058823529413,,0.0019940906986918995,True,0.35294117647058826,,0.0006528950882061669,True,0.47058823529411764,,0.00046674222952703754,True,0.6470588235294118,,0.00023282184342897954,True,0.7647058823529411,,0.0002602872042432219,True,0.9411764705882353,,0.0002945320919088415,True,1.0588235294117647,,0.00034596755500417107,True,1.2352941176470589,,0.00033880472567950315,True,1.3529411764705883,,0.000389735595510145,True,1.5294117647058822,,0.00042060368743937265,True,1.6470588235294117,,0.00046935117088343843,True,1.8235294117647058,,0.0004964801087970664,True,1.9411764705882353,,0.0005326227114904158,True,2.1176470588235294,,0.0005636044401305884,True,2.235294117647059,,0.0005943137122276749,True,2.411764705882353,,0.0006756167487712381,True,2.5294117647058822,,0.000698399118653054,True,2.7058823529411766,,0.0007086300390987505,True,2.823529411764706,,0.0007780835293719272,True,3.0,
8,0.016754757787498662,True,0.17647058823529413,,0.002078899463614885,True,0.35294117647058826,,0.0007226314501551849,True,0.47058823529411764,,0.0005240208211336599,True,0.6470588235294118,,0.00026789286977449314,True,0.7647058823529411,,0.0002957876108759214,True,0.9411764705882353,,0.0003329538497137556,True,1.0588235294117647,,0.0003564279097069207,True,1.2352941176470589,,0.00036928108816756326,True,1.3529411764705883,,0.00040727473861779383,True,1.5294117647058822,,0.0004661181515289396,True,1.6470588235294117,,0.0004986642727602896,True,1.8235294117647058,,0.0005370107577285155,True,1.9411764705882353,,0.0005868923770279228,True,2.1176470588235294,,0.0005923400835904804,True,2.235294117647059,,0.000628381816793153,True,2.411764705882353,,0.0006546878994903675,True,2.5294117647058822,,0.0007049841033158309,True,2.7058823529411766,,0.0007456596009722883,True,2.823529411764706,,0.0008515311277905628,True,3.0,
9,0.016803868969221432,True,0.17647058823529413,,0.0021066263465513066,True,0.35294117647058826,,0.0007259509040470994,True,0.47058823529411764,,0.0005629408894295566,True,0.6470588235294118,,0.00026425127583929814,True,0.7647058823529411,,0.00028907279948009327,True,0.9411764705882353,,0.0003727394323596861,True,1.0588235294117647,,0.00036044524622123007,True,1.2352941176470589,,0.0003896553248176413,True,1.3529411764705883,,0.0004209448134216348,True,1.5294117647058822,,0.0004864910839207998,True,1.6470588235294117,,0.00050667829721904,True,1.8235294117647058,,0.0005156721976645782,True,1.9411764705882353,,0.000566880214923123,True,2.1176470588235294,,0.0005787815659056247,True,2.235294117647059,,0.0006242927843668633,True,2.411764705882353,,0.00068095478063674,True,2.5294117647058822,,0.0007010817981295378,True,2.7058823529411766,,0.0007718596024712697,True,2.823529411764706,,0.0007590319823924104,True,3.0,
