2025-10-10 - INFO: - parser.prog: jgs_gmixup.py
2025-10-10 - INFO: - args:Namespace(data_path='.', dataset='IMDB-BINARY', model='GIN', epoch=100, batch_size=128, lr=0.01, num_hidden=64, gmixup='True', lam_range='[0.005, 0.01]', aug_ratio=0.2, aug_num=10, gnn='gin', seed=41314, log_screen='True', ge='JGS')
2025-10-10 - INFO: - runing device: cpu
2025-10-10 - DEBUG: - open file: /home/rbsogan/Documents/THESE/AIstat/JGS-graphon/experiments/IMDB-BINARY/IMDB-BINARY/processed/data.pt
2025-10-10 - INFO: - avg num nodes of training graphs: 19.798571428571428
2025-10-10 - INFO: - avg num edges of training graphs: 96.65428571428572
2025-10-10 - INFO: - avg density of training graphs: 0.24657747793910553
2025-10-10 - INFO: - median num nodes of training graphs: 17.0
2025-10-10 - INFO: - median num edges of training graphs: 130.0
2025-10-10 - INFO: - median density of training graphs: 0.44982698961937717
2025-10-10 - INFO: - label: [1. 0.], num_graphs:349
2025-10-10 - INFO: - aligned graph (17, 17)
2025-10-10 - INFO: - ge: JGS
2025-10-10 - INFO: - label: [0. 1.], num_graphs:351
2025-10-10 - INFO: - aligned graph (17, 17)
2025-10-10 - INFO: - ge: JGS
2025-10-10 - INFO: - graphon info: label:[1. 0.]; mean: 0.46069331691287374, shape, (5, 5)
2025-10-10 - INFO: - graphon info: label:[0. 1.]; mean: 0.40155959259564233, shape, (5, 5)
2025-10-10 - INFO: - lam: 0.008485887332967512
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.0085, 0.9915])
2025-10-10 - INFO: - lam: 0.009216833808820584
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.0092, 0.9908])
2025-10-10 - INFO: - lam: 0.005343088140072636
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.9947, 0.0053])
2025-10-10 - INFO: - lam: 0.007187330664326101
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.0072, 0.9928])
2025-10-10 - INFO: - lam: 0.00627087916151243
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.0063, 0.9937])
2025-10-10 - INFO: - lam: 0.00713324835223398
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.9929, 0.0071])
2025-10-10 - INFO: - lam: 0.008247710488569917
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.0082, 0.9918])
2025-10-10 - INFO: - lam: 0.006570804724861182
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.0066, 0.9934])
2025-10-10 - INFO: - lam: 0.008880527207251307
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.0089, 0.9911])
2025-10-10 - INFO: - lam: 0.005665322661502031
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.9943, 0.0057])
2025-10-10 - INFO: - avg num nodes of new graphs: 4.5285714285714285
2025-10-10 - INFO: - avg num edges of new graphs: 5.171428571428572
2025-10-10 - INFO: - avg density of new graphs: 0.25216690384022133
2025-10-10 - INFO: - median num nodes of new graphs: 5.0
2025-10-10 - INFO: - median num edges of new graphs: 10.0
2025-10-10 - INFO: - median density of new graphs: 0.4
2025-10-10 - INFO: - real aug ratio: 0.2
2025-10-10 - INFO: - num_features: torch.Size([4, 136])
2025-10-10 - INFO: - num_classes: torch.Size([2])
2025-10-10 - INFO: - train_dataset size: 840
2025-10-10 - INFO: - val_dataset size: 100
2025-10-10 - INFO: - test_dataset size: 200
/home/rbsogan/SIGL/venv/lib/python3.10/site-packages/torch_geometric/deprecation.py:26: UserWarning: 'data.DataLoader' is deprecated, use 'loader.DataLoader' instead
  warnings.warn(out)
2025-10-10 - INFO: - Epoch: 001, Train Loss: 0.643984, Val Loss: 0.594159, Test Loss: 0.588087,  Val Acc:  0.570000, Test Acc:  0.655000
2025-10-10 - INFO: - Epoch: 002, Train Loss: 0.579310, Val Loss: 0.727139, Test Loss: 0.579137,  Val Acc:  0.640000, Test Acc:  0.695000
2025-10-10 - INFO: - Epoch: 003, Train Loss: 0.595648, Val Loss: 0.581787, Test Loss: 0.560151,  Val Acc:  0.690000, Test Acc:  0.710000
2025-10-10 - INFO: - Epoch: 004, Train Loss: 0.574651, Val Loss: 0.530965, Test Loss: 0.556911,  Val Acc:  0.740000, Test Acc:  0.730000
2025-10-10 - INFO: - Epoch: 005, Train Loss: 0.555863, Val Loss: 0.532072, Test Loss: 0.531511,  Val Acc:  0.730000, Test Acc:  0.735000
2025-10-10 - INFO: - Epoch: 006, Train Loss: 0.539290, Val Loss: 0.502262, Test Loss: 0.525149,  Val Acc:  0.750000, Test Acc:  0.750000
2025-10-10 - INFO: - Epoch: 007, Train Loss: 0.547884, Val Loss: 0.517670, Test Loss: 0.491745,  Val Acc:  0.730000, Test Acc:  0.740000
2025-10-10 - INFO: - Epoch: 008, Train Loss: 0.538318, Val Loss: 0.541778, Test Loss: 0.495869,  Val Acc:  0.750000, Test Acc:  0.745000
2025-10-10 - INFO: - Epoch: 009, Train Loss: 0.508210, Val Loss: 0.533705, Test Loss: 0.481188,  Val Acc:  0.730000, Test Acc:  0.765000
2025-10-10 - INFO: - Epoch: 010, Train Loss: 0.521020, Val Loss: 0.555213, Test Loss: 0.491093,  Val Acc:  0.710000, Test Acc:  0.730000
2025-10-10 - INFO: - Epoch: 011, Train Loss: 0.501766, Val Loss: 0.553249, Test Loss: 0.483788,  Val Acc:  0.700000, Test Acc:  0.740000
2025-10-10 - INFO: - Epoch: 012, Train Loss: 0.563459, Val Loss: 0.527129, Test Loss: 0.507447,  Val Acc:  0.750000, Test Acc:  0.770000
2025-10-10 - INFO: - Epoch: 013, Train Loss: 0.529817, Val Loss: 0.534196, Test Loss: 0.494284,  Val Acc:  0.720000, Test Acc:  0.770000
2025-10-10 - INFO: - Epoch: 014, Train Loss: 0.500677, Val Loss: 0.512159, Test Loss: 0.479728,  Val Acc:  0.700000, Test Acc:  0.750000
2025-10-10 - INFO: - Epoch: 015, Train Loss: 0.489883, Val Loss: 0.515295, Test Loss: 0.481057,  Val Acc:  0.730000, Test Acc:  0.785000
2025-10-10 - INFO: - Epoch: 016, Train Loss: 0.470348, Val Loss: 0.581392, Test Loss: 0.488145,  Val Acc:  0.710000, Test Acc:  0.770000
2025-10-10 - INFO: - Epoch: 017, Train Loss: 0.479551, Val Loss: 0.542697, Test Loss: 0.444111,  Val Acc:  0.710000, Test Acc:  0.785000
2025-10-10 - INFO: - Epoch: 018, Train Loss: 0.499869, Val Loss: 0.524427, Test Loss: 0.459265,  Val Acc:  0.710000, Test Acc:  0.775000
2025-10-10 - INFO: - Epoch: 019, Train Loss: 0.474705, Val Loss: 0.541447, Test Loss: 0.526220,  Val Acc:  0.750000, Test Acc:  0.775000
2025-10-10 - INFO: - Epoch: 020, Train Loss: 0.488570, Val Loss: 0.540611, Test Loss: 0.471919,  Val Acc:  0.680000, Test Acc:  0.765000
2025-10-10 - INFO: - Epoch: 021, Train Loss: 0.478386, Val Loss: 0.508784, Test Loss: 0.456537,  Val Acc:  0.710000, Test Acc:  0.770000
2025-10-10 - INFO: - Epoch: 022, Train Loss: 0.472161, Val Loss: 0.560241, Test Loss: 0.473907,  Val Acc:  0.680000, Test Acc:  0.770000
2025-10-10 - INFO: - Epoch: 023, Train Loss: 0.490632, Val Loss: 0.665885, Test Loss: 0.566783,  Val Acc:  0.690000, Test Acc:  0.785000
2025-10-10 - INFO: - Epoch: 024, Train Loss: 0.475513, Val Loss: 0.675097, Test Loss: 0.507871,  Val Acc:  0.620000, Test Acc:  0.740000
2025-10-10 - INFO: - Epoch: 025, Train Loss: 0.465316, Val Loss: 0.632976, Test Loss: 0.542369,  Val Acc:  0.660000, Test Acc:  0.765000
