val,fixed_val,MISE,Time,method
10,30,0.0010446012013244658,0.001964092254638672,JGS
10,30,0.010895605397918711,4.563556432723999,SIGL
10,30,0.004992190135471,0.09349489212036133,SGWB
50,30,0.0006387117923252162,0.012772321701049805,JGS
50,30,0.0020884547834694304,20.169154405593872,SIGL
50,30,0.003951782881113833,0.4683561325073242,SGWB
