,SBA,SAS,LG,MC,USVT,SGWB,SIGL,JGS,JGS_smooth,SBA_Time,SAS_Time,LG_Time,MC_Time,USVT_Time,SGWB_Time,SIGL_Time,JGS_Time,JGS_smooth_Time
0,0.06773855473647981,0.06052395214150855,0.03937742792579322,0.03744396844449816,0.042137657481439134,0.01887635806187754,0.022928551763426477,0.020580349003876192,0.020683581163359964,0.010163068771362305,0.003375530242919922,0.01590871810913086,0.001667022705078125,0.0008301734924316406,0.021579742431640625,0.6037824153900146,0.0008602142333984375,
